,DATE,STATION,rain,temp
889,2016/1/8,"PUERTO CASADO, PA",11.57464789,30.2
890,2016/1/9,"PUERTO CASADO, PA",4.8,26.2
891,2016/1/10,"PUERTO CASADO, PA",5.6,27.4
892,2016/1/11,"PUERTO CASADO, PA",0.3,28.6
893,2016/1/12,"PUERTO CASADO, PA",0,29.2
894,2016/1/13,"PUERTO CASADO, PA",11.57464789,29.8
895,2016/1/14,"PUERTO CASADO, PA",9.4,27.3
896,2016/1/15,"PUERTO CASADO, PA",7.4,27.8
897,2016/1/16,"PUERTO CASADO, PA",0,29.2
898,2016/1/17,"PUERTO CASADO, PA",11.57464789,30.8
899,2016/1/18,"PUERTO CASADO, PA",11.57464789,31.4
900,2016/1/19,"PUERTO CASADO, PA",11.57464789,30.4
901,2016/1/20,"PUERTO CASADO, PA",11.57464789,30.1
902,2016/1/21,"PUERTO CASADO, PA",11.57464789,30.1
903,2016/1/22,"PUERTO CASADO, PA",11.57464789,29.7
904,2016/1/23,"PUERTO CASADO, PA",11.57464789,29.8
905,2016/1/24,"PUERTO CASADO, PA",11.57464789,30.4
906,2016/1/25,"PUERTO CASADO, PA",11.57464789,31.1
907,2016/1/26,"PUERTO CASADO, PA",11.57464789,31.5
908,2016/1/27,"PUERTO CASADO, PA",50,25.2
909,2016/1/28,"PUERTO CASADO, PA",0,27.6
910,2016/1/29,"PUERTO CASADO, PA",11.57464789,29.8
911,2016/1/30,"PUERTO CASADO, PA",11.57464789,27.7
912,2016/1/31,"PUERTO CASADO, PA",66.8,25.8
913,2016/2/1,"PUERTO CASADO, PA",78.2,23.5
914,2016/2/2,"PUERTO CASADO, PA",34,23.9
915,2016/2/3,"PUERTO CASADO, PA",25.9,23.6
916,2016/2/4,"PUERTO CASADO, PA",13.5,25.6
917,2016/2/5,"PUERTO CASADO, PA",3.6,27.6
918,2016/2/6,"PUERTO CASADO, PA",26.4,26.8
919,2016/2/7,"PUERTO CASADO, PA",1.3,29.4
920,2016/2/8,"PUERTO CASADO, PA",0,30.4
921,2016/2/9,"PUERTO CASADO, PA",11.57464789,30.9
922,2016/2/10,"PUERTO CASADO, PA",11.57464789,30.4
923,2016/2/11,"PUERTO CASADO, PA",0.5,29.6
924,2016/2/12,"PUERTO CASADO, PA",0,30.8
925,2016/2/13,"PUERTO CASADO, PA",11.57464789,31.1
926,2016/2/14,"PUERTO CASADO, PA",11.57464789,30.3
927,2016/2/15,"PUERTO CASADO, PA",11.57464789,29.8
928,2016/2/16,"PUERTO CASADO, PA",11.57464789,30.5
929,2016/2/17,"PUERTO CASADO, PA",11.57464789,30.8
930,2016/2/18,"PUERTO CASADO, PA",11.57464789,30.8
931,2016/2/19,"PUERTO CASADO, PA",11.57464789,31.4
932,2016/2/20,"PUERTO CASADO, PA",11.57464789,31
933,2016/2/21,"PUERTO CASADO, PA",7.4,27.4
934,2016/2/22,"PUERTO CASADO, PA",2.3,26.1
935,2016/2/23,"PUERTO CASADO, PA",82,25.7
936,2016/2/24,"PUERTO CASADO, PA",69.9,26.9
937,2016/2/25,"PUERTO CASADO, PA",0,26.9
938,2016/2/26,"PUERTO CASADO, PA",11.57464789,29
939,2016/2/27,"PUERTO CASADO, PA",11.57464789,27.9
940,2016/2/28,"PUERTO CASADO, PA",50.3,25.8
941,2016/2/29,"PUERTO CASADO, PA",3.6,26.3
942,2016/3/1,"PUERTO CASADO, PA",54.1,26.2
943,2016/3/2,"PUERTO CASADO, PA",20.3,26.2
944,2016/3/3,"PUERTO CASADO, PA",0,26.7
945,2016/3/4,"PUERTO CASADO, PA",11.57464789,26.1
946,2016/3/5,"PUERTO CASADO, PA",11.57464789,26.8
947,2016/3/6,"PUERTO CASADO, PA",11.57464789,27.6
948,2016/3/7,"PUERTO CASADO, PA",11.57464789,27.1
949,2016/3/8,"PUERTO CASADO, PA",11.57464789,27.6
950,2016/3/9,"PUERTO CASADO, PA",3.3,26.7
951,2016/3/10,"PUERTO CASADO, PA",97.3,24.9
952,2016/3/11,"PUERTO CASADO, PA",0,25
953,2016/3/12,"PUERTO CASADO, PA",11.57464789,23.5
954,2016/3/13,"PUERTO CASADO, PA",11.57464789,23.5
955,2016/3/14,"PUERTO CASADO, PA",11.57464789,24.8
956,2016/3/15,"PUERTO CASADO, PA",11.57464789,28
957,2016/3/16,"PUERTO CASADO, PA",11.57464789,29.6
958,2016/3/17,"PUERTO CASADO, PA",11.57464789,30.5
959,2016/3/18,"PUERTO CASADO, PA",11.57464789,30.3
960,2016/3/19,"PUERTO CASADO, PA",11.57464789,28.8
961,2016/3/20,"PUERTO CASADO, PA",11.57464789,27.9
962,2016/3/21,"PUERTO CASADO, PA",11.57464789,28.2
963,2016/3/22,"PUERTO CASADO, PA",11.57464789,27.2
964,2016/3/23,"PUERTO CASADO, PA",11.57464789,28.7
965,2016/3/24,"PUERTO CASADO, PA",11.57464789,24.7
966,2016/3/25,"PUERTO CASADO, PA",51.8,22.9
967,2016/3/26,"PUERTO CASADO, PA",0,23
968,2016/3/27,"PUERTO CASADO, PA",11.57464789,23.1
969,2016/3/28,"PUERTO CASADO, PA",11.57464789,23.8
970,2016/3/29,"PUERTO CASADO, PA",11.57464789,25.8
971,2016/3/30,"PUERTO CASADO, PA",11.57464789,28.5
972,2016/3/31,"PUERTO CASADO, PA",11.57464789,28.6
973,2016/4/1,"PUERTO CASADO, PA",11.57464789,27.6
974,2016/4/2,"PUERTO CASADO, PA",11.57464789,29.6
975,2016/4/3,"PUERTO CASADO, PA",11.57464789,29.9
976,2016/4/4,"PUERTO CASADO, PA",11.57464789,29.8
977,2016/4/5,"PUERTO CASADO, PA",11.57464789,30.6
978,2016/4/6,"PUERTO CASADO, PA",11.57464789,30.1
979,2016/4/7,"PUERTO CASADO, PA",11.57464789,30.3
980,2016/4/8,"PUERTO CASADO, PA",11.57464789,32.9
981,2016/4/9,NA,11.57464789,25.67529728
982,2016/4/10,"PUERTO CASADO, PA",5.1,26.8
983,2016/4/11,"PUERTO CASADO, PA",0,26.8
984,2016/4/12,"PUERTO CASADO, PA",11.57464789,27.9
985,2016/4/13,"PUERTO CASADO, PA",15.5,24.8
986,2016/4/14,"PUERTO CASADO, PA",0,28.8
987,2016/4/15,"PUERTO CASADO, PA",11.57464789,27.7
988,2016/4/16,"PUERTO CASADO, PA",11.57464789,29.3
989,2016/4/17,"PUERTO CASADO, PA",11.57464789,30.8
990,2016/4/18,"PUERTO CASADO, PA",11.57464789,30
991,2016/4/19,"PUERTO CASADO, PA",11.57464789,27.3
992,2016/4/20,"PUERTO CASADO, PA",11.57464789,29.2
993,2016/4/21,NA,11.57464789,25.67529728
994,2016/4/22,"PUERTO CASADO, PA",3.3,25.4
995,2016/4/23,"PUERTO CASADO, PA",0,28.3
996,2016/4/24,"PUERTO CASADO, PA",11.57464789,28.4
997,2016/4/25,"PUERTO CASADO, PA",11.57464789,28.3
998,2016/4/26,"PUERTO CASADO, PA",38.6,15.8
999,2016/4/27,"PUERTO CASADO, PA",23.1,15.9
1000,2016/4/28,"PUERTO CASADO, PA",0,12
1001,2016/4/29,"PUERTO CASADO, PA",11.57464789,13.4
1002,2016/4/30,"PUERTO CASADO, PA",11.57464789,15.9
1003,2016/5/1,"PUERTO CASADO, PA",11.57464789,17.1
1004,2016/5/2,"PUERTO CASADO, PA",11.57464789,17.8
1005,2016/5/3,"PUERTO CASADO, PA",11.57464789,21.7
1006,2016/5/4,"PUERTO CASADO, PA",11.57464789,21.2
1007,2016/5/5,"PUERTO CASADO, PA",11.57464789,23.6
1008,2016/5/6,"PUERTO CASADO, PA",23.4,21.4
1009,2016/5/7,"PUERTO CASADO, PA",41.7,21.2
1010,2016/5/8,"PUERTO CASADO, PA",0,23.6
1011,2016/5/9,"PUERTO CASADO, PA",17.5,22.3
1012,2016/5/10,"PUERTO CASADO, PA",34.8,22.4
1013,2016/5/11,"PUERTO CASADO, PA",0,21.8
1014,2016/5/12,"PUERTO CASADO, PA",11.57464789,21.4
1015,2016/5/13,"PUERTO CASADO, PA",11.57464789,20.8
1016,2016/5/14,"PUERTO CASADO, PA",11.57464789,22.2
1017,2016/5/15,"PUERTO CASADO, PA",11.57464789,25.8
1018,2016/5/16,"PUERTO CASADO, PA",0.3,20.7
1019,2016/5/17,"PUERTO CASADO, PA",0,15.9
1020,2016/5/18,"PUERTO CASADO, PA",11.57464789,16.6
1021,2016/5/19,"PUERTO CASADO, PA",11.57464789,15.7
1022,2016/5/20,"PUERTO CASADO, PA",3.8,17.3
1023,2016/5/21,"PUERTO CASADO, PA",6.4,18.9
1024,2016/5/22,"PUERTO CASADO, PA",0,17.2
1025,2016/5/23,"PUERTO CASADO, PA",11.57464789,15.5
1026,2016/5/24,"PUERTO CASADO, PA",11.57464789,16.1
1027,2016/5/25,"PUERTO CASADO, PA",11.57464789,20.5
1028,2016/5/26,"PUERTO CASADO, PA",11.57464789,22.9
1029,2016/5/27,"PUERTO CASADO, PA",15.5,19.1
1030,2016/5/28,"PUERTO CASADO, PA",45.2,16.6
1031,2016/5/29,"PUERTO CASADO, PA",58.7,16.1
1032,2016/5/30,"PUERTO CASADO, PA",5.8,16
1033,2016/5/31,"PUERTO CASADO, PA",7.1,17.3
1034,2016/6/1,"PUERTO CASADO, PA",1.8,18.8
1035,2016/6/2,"PUERTO CASADO, PA",0,18.4
1036,2016/6/3,NA,11.57464789,25.67529728
1037,2016/6/4,"PUERTO CASADO, PA",1.5,16.4
1038,2016/6/5,"PUERTO CASADO, PA",6.1,17.8
1039,2016/6/6,"PUERTO CASADO, PA",0,17.2
1040,2016/6/7,"PUERTO CASADO, PA",11.57464789,15.7
1041,2016/6/8,"PUERTO CASADO, PA",11.57464789,13.8
1042,2016/6/9,"PUERTO CASADO, PA",11.57464789,13.3
1043,2016/6/10,"PUERTO CASADO, PA",11.57464789,14.9
1044,2016/6/11,"PUERTO CASADO, PA",11.57464789,13.2
1045,2016/6/12,"PUERTO CASADO, PA",11.57464789,10.5
1046,2016/6/13,"PUERTO CASADO, PA",11.57464789,12.4
1047,2016/6/14,"PUERTO CASADO, PA",11.57464789,17.8
1048,2016/6/15,"PUERTO CASADO, PA",11.57464789,20.9
1049,2016/6/16,"PUERTO CASADO, PA",11.57464789,22.2
1050,2016/6/17,"PUERTO CASADO, PA",11.57464789,18.2
1051,2016/6/18,"PUERTO CASADO, PA",5.3,15.9
1052,2016/6/19,"PUERTO CASADO, PA",0,15.7
1053,2016/6/20,"PUERTO CASADO, PA",20.6,13.7
1054,2016/6/21,"PUERTO CASADO, PA",14,12.7
1055,2016/6/22,"PUERTO CASADO, PA",0,14.6
1056,2016/6/23,"PUERTO CASADO, PA",11.57464789,15.9
1057,2016/6/24,"PUERTO CASADO, PA",11.57464789,21.8
1058,2016/6/25,"PUERTO CASADO, PA",11.57464789,22.7
1059,2016/6/26,"PUERTO CASADO, PA",11.57464789,17.7
1060,2016/6/27,"PUERTO CASADO, PA",11.57464789,14.1
1061,2016/6/28,"PUERTO CASADO, PA",11.57464789,14.8
1062,2016/6/29,"PUERTO CASADO, PA",11.57464789,19.7
1063,2016/6/30,"PUERTO CASADO, PA",11.57464789,23.8
1064,2016/7/1,"PUERTO CASADO, PA",11.57464789,23
1065,2016/7/2,"PUERTO CASADO, PA",11.57464789,23.5
1066,2016/7/3,"PUERTO CASADO, PA",11.57464789,25.8
1067,2016/7/4,"PUERTO CASADO, PA",11.57464789,23.6
1068,2016/7/5,"PUERTO CASADO, PA",11.57464789,19.7
1069,2016/7/6,"PUERTO CASADO, PA",7.1,16.1
1070,2016/7/7,"PUERTO CASADO, PA",0,14.3
1071,2016/7/8,"PUERTO CASADO, PA",11.57464789,18.4
1072,2016/7/9,"PUERTO CASADO, PA",11.57464789,22.9
1073,2016/7/10,"PUERTO CASADO, PA",11.57464789,25.4
1074,2016/7/11,"PUERTO CASADO, PA",11.57464789,26.6
1075,2016/7/12,"PUERTO CASADO, PA",11.57464789,26.6
1076,2016/7/13,"PUERTO CASADO, PA",11.57464789,24.7
1077,2016/7/14,"PUERTO CASADO, PA",11.57464789,27
1078,2016/7/15,"PUERTO CASADO, PA",11.57464789,23.9
1079,2016/7/16,"PUERTO CASADO, PA",3.3,15.7
1080,2016/7/17,"PUERTO CASADO, PA",0,12.2
1081,2016/7/18,"PUERTO CASADO, PA",11.57464789,13.6
1082,2016/7/19,"PUERTO CASADO, PA",11.57464789,13.3
1083,2016/7/20,"PUERTO CASADO, PA",11.57464789,14.1
1084,2016/7/21,"PUERTO CASADO, PA",11.57464789,14.6
1085,2016/7/22,"PUERTO CASADO, PA",11.57464789,16.2
1086,2016/7/23,"PUERTO CASADO, PA",11.57464789,19.4
1087,2016/7/24,"PUERTO CASADO, PA",11.57464789,22.7
1088,2016/7/25,"PUERTO CASADO, PA",11.57464789,24.6
1089,2016/7/26,"PUERTO CASADO, PA",11.57464789,23.6
1090,2016/7/27,"PUERTO CASADO, PA",11.57464789,18.1
1091,2016/7/28,"PUERTO CASADO, PA",11.57464789,15
1092,2016/7/29,"PUERTO CASADO, PA",11.57464789,18.2
1093,2016/7/30,"PUERTO CASADO, PA",11.57464789,25.3
1094,2016/7/31,"PUERTO CASADO, PA",11.57464789,26.6
1095,2016/8/1,"PUERTO CASADO, PA",11.57464789,23.4
1096,2016/8/2,"PUERTO CASADO, PA",11.57464789,22.6
1097,2016/8/3,NA,11.57464789,25.67529728
1098,2016/8/4,NA,11.57464789,25.67529728
1099,2016/8/5,"PUERTO CASADO, PA",11.57464789,25.2
1100,2016/8/6,"PUERTO CASADO, PA",11.57464789,26.2
1101,2016/8/7,"PUERTO CASADO, PA",11.57464789,21.9
1102,2016/8/8,"PUERTO CASADO, PA",6.1,17.4
1103,2016/8/9,"PUERTO CASADO, PA",37.6,17.1
1104,2016/8/10,"PUERTO CASADO, PA",0,16.6
1105,2016/8/11,"PUERTO CASADO, PA",11.57464789,16.7
1106,2016/8/12,"PUERTO CASADO, PA",11.57464789,19.7
1107,2016/8/13,"PUERTO CASADO, PA",11.57464789,23.2
1108,2016/8/14,"PUERTO CASADO, PA",11.57464789,25.6
1109,2016/8/15,"PUERTO CASADO, PA",11.57464789,27.8
1110,2016/8/16,"PUERTO CASADO, PA",11.57464789,26.9
1111,2016/8/17,"PUERTO CASADO, PA",11.57464789,28.9
1112,2016/8/18,"PUERTO CASADO, PA",11.57464789,26.4
1113,2016/8/19,"PUERTO CASADO, PA",3.3,25.2
1114,2016/8/20,"PUERTO CASADO, PA",0.8,25.2
1115,2016/8/21,"PUERTO CASADO, PA",0,17.3
1116,2016/8/22,"PUERTO CASADO, PA",11.57464789,14.4
1117,2016/8/23,"PUERTO CASADO, PA",11.57464789,16
1118,2016/8/24,"PUERTO CASADO, PA",11.57464789,18.6
1119,2016/8/25,"PUERTO CASADO, PA",11.57464789,22.7
1120,2016/8/26,NA,11.57464789,25.67529728
1121,2016/8/27,"PUERTO CASADO, PA",11.57464789,29.3
1122,2016/8/28,NA,11.57464789,25.67529728
1123,2016/8/29,"PUERTO CASADO, PA",11.57464789,16.3
1124,2016/8/30,"PUERTO CASADO, PA",2.3,15.7
1125,2016/8/31,"PUERTO CASADO, PA",0,16.6
1126,2016/9/1,"PUERTO CASADO, PA",11.57464789,19.9
1127,2016/9/2,"PUERTO CASADO, PA",11.57464789,21.8
1128,2016/9/3,NA,11.57464789,25.67529728
1129,2016/9/4,"PUERTO CASADO, PA",10.4,10.9
1130,2016/9/5,"PUERTO CASADO, PA",6.4,11.9
1131,2016/9/6,NA,11.57464789,25.67529728
1132,2016/9/7,"PUERTO CASADO, PA",11.57464789,12.9
1133,2016/9/8,"PUERTO CASADO, PA",11.57464789,16.7
1134,2016/9/9,"PUERTO CASADO, PA",11.57464789,18.2
1135,2016/9/10,"PUERTO CASADO, PA",11.57464789,22.2
1136,2016/9/11,"PUERTO CASADO, PA",11.57464789,25.6
1137,2016/9/12,"PUERTO CASADO, PA",11.57464789,27.7
1138,2016/9/13,"PUERTO CASADO, PA",11.57464789,29.7
1139,2016/9/14,"PUERTO CASADO, PA",11.57464789,21.5
1140,2016/9/15,"PUERTO CASADO, PA",11.57464789,20
1141,2016/9/16,"PUERTO CASADO, PA",11.57464789,22.7
1142,2016/9/17,"PUERTO CASADO, PA",11.57464789,26.3
1143,2016/9/18,"PUERTO CASADO, PA",11.57464789,29.6
1144,2016/9/19,"PUERTO CASADO, PA",11.57464789,25.2
1145,2016/9/20,"PUERTO CASADO, PA",23.1,21.2
1146,2016/9/21,"PUERTO CASADO, PA",0,21.1
1147,2016/9/22,"PUERTO CASADO, PA",11.57464789,25.8
1148,2016/9/23,"PUERTO CASADO, PA",11.57464789,25.1
1149,2016/9/24,"PUERTO CASADO, PA",11.57464789,23.7
1150,2016/9/25,"PUERTO CASADO, PA",11.57464789,21.4
1151,2016/9/26,"PUERTO CASADO, PA",11.57464789,22.7
1152,2016/9/27,"PUERTO CASADO, PA",11.57464789,26
1153,2016/9/28,"PUERTO CASADO, PA",11.57464789,28.8
1154,2016/9/29,"PUERTO CASADO, PA",11.57464789,29.4
1155,2016/9/30,"PUERTO CASADO, PA",11.57464789,26.3
1156,2016/10/1,"PUERTO CASADO, PA",9.9,24.4
1157,2016/10/2,"PUERTO CASADO, PA",0,28.1
1158,2016/10/3,"PUERTO CASADO, PA",18,22.8
1159,2016/10/4,"PUERTO CASADO, PA",26.9,22.2
1160,2016/10/5,"PUERTO CASADO, PA",37.6,23.5
1161,2016/10/6,"PUERTO CASADO, PA",0,21.3
1162,2016/10/7,"PUERTO CASADO, PA",11.57464789,21.6
1163,2016/10/8,"PUERTO CASADO, PA",11.57464789,24.4
1164,2016/10/9,"PUERTO CASADO, PA",11.57464789,25
1165,2016/10/10,"PUERTO CASADO, PA",11.57464789,27.6
1166,2016/10/11,"PUERTO CASADO, PA",11.57464789,29.9
1167,2016/10/12,"PUERTO CASADO, PA",11.57464789,30.5
1168,2016/10/13,"PUERTO CASADO, PA",11.57464789,28.5
1169,2016/10/14,"PUERTO CASADO, PA",15.5,27.8
1170,2016/10/15,"PUERTO CASADO, PA",0,29.5
1171,2016/10/16,"PUERTO CASADO, PA",11.57464789,33.5
1172,2016/10/17,"PUERTO CASADO, PA",11.57464789,33.5
1173,2016/10/18,"PUERTO CASADO, PA",11.57464789,33.5
1174,2016/10/19,"PUERTO CASADO, PA",11.57464789,33.9
1175,2016/10/20,"PUERTO CASADO, PA",11.57464789,24.4
1176,2016/10/21,"PUERTO CASADO, PA",11.57464789,24.3
1177,2016/10/22,"PUERTO CASADO, PA",11.57464789,26
1178,2016/10/23,"PUERTO CASADO, PA",11.57464789,29.3
1179,2016/10/24,"PUERTO CASADO, PA",11.57464789,29.7
1180,2016/10/25,"PUERTO CASADO, PA",11.57464789,31.5
1181,2016/10/26,"PUERTO CASADO, PA",48.5,23.3
1182,2016/10/27,"PUERTO CASADO, PA",2.8,21.8
1183,2016/10/28,"PUERTO CASADO, PA",0,19.6
1184,2016/10/29,"PUERTO CASADO, PA",11.57464789,19.9
1185,2016/10/30,"PUERTO CASADO, PA",11.57464789,25
1186,2016/10/31,"PUERTO CASADO, PA",11.57464789,29.7
1187,2016/11/1,"PUERTO CASADO, PA",11.57464789,31.8
1188,2016/11/2,NA,11.57464789,25.67529728
1189,2016/11/3,NA,11.57464789,25.67529728
1190,2016/11/4,"PUERTO CASADO, PA",11.57464789,23.1
1191,2016/11/5,"PUERTO CASADO, PA",11.57464789,24.7
1192,2016/11/6,"PUERTO CASADO, PA",11.57464789,29.3
1193,2016/11/7,"PUERTO CASADO, PA",11.57464789,30.8
1194,2016/11/8,"PUERTO CASADO, PA",32.3,27.3
1195,2016/11/9,"PUERTO CASADO, PA",0,27.7
1196,2016/11/10,"PUERTO CASADO, PA",25.4,29.1
1197,2016/11/11,"PUERTO CASADO, PA",4.3,26.7
1198,2016/11/12,"PUERTO CASADO, PA",15.2,24
1199,2016/11/13,"PUERTO CASADO, PA",0,26.9
1200,2016/11/14,"PUERTO CASADO, PA",11.57464789,27.5
1201,2016/11/15,"PUERTO CASADO, PA",8.6,26.5
1202,2016/11/16,"PUERTO CASADO, PA",0.3,27.3
1203,2016/11/17,"PUERTO CASADO, PA",0,26.6
1204,2016/11/18,"PUERTO CASADO, PA",11.57464789,22
1205,2016/11/19,"PUERTO CASADO, PA",11.57464789,21.3
1206,2016/11/20,"PUERTO CASADO, PA",11.57464789,25.3
1207,2016/11/21,"PUERTO CASADO, PA",11.57464789,27.3
1208,2016/11/22,"PUERTO CASADO, PA",11.57464789,26.1
1209,2016/11/23,"PUERTO CASADO, PA",11.57464789,25.8
1210,2016/11/24,"PUERTO CASADO, PA",11.57464789,28.6
1211,2016/11/25,"PUERTO CASADO, PA",11.57464789,31.8
1212,2016/11/26,"PUERTO CASADO, PA",6.6,28.9
1213,2016/11/27,"PUERTO CASADO, PA",0,30.2
1214,2016/11/28,"PUERTO CASADO, PA",60.5,25.4
1215,2016/11/29,"PUERTO CASADO, PA",14.5,25.9
1216,2016/11/30,"PUERTO CASADO, PA",0,27.1
1217,2016/12/1,"PUERTO CASADO, PA",11.57464789,28.5
1218,2016/12/2,"PUERTO CASADO, PA",11.57464789,28.9
1219,2016/12/3,"PUERTO CASADO, PA",38.9,26.2
1220,2016/12/4,"PUERTO CASADO, PA",0,27.8
1221,2016/12/5,"PUERTO CASADO, PA",11.57464789,28.8
1222,2016/12/6,"PUERTO CASADO, PA",11.57464789,32.2
1223,2016/12/7,"PUERTO CASADO, PA",7.1,27.8
1224,2016/12/8,"PUERTO CASADO, PA",0.5,26.7
1225,2016/12/9,"PUERTO CASADO, PA",63.8,24.8
1226,2016/12/10,"PUERTO CASADO, PA",31.5,25.2
1227,2016/12/11,"PUERTO CASADO, PA",0.5,25.5
1228,2016/12/12,"PUERTO CASADO, PA",0,26.8
1229,2016/12/13,"PUERTO CASADO, PA",11.57464789,28.2
1230,2016/12/14,"PUERTO CASADO, PA",51.6,26
1231,2016/12/15,"PUERTO CASADO, PA",0,24.6
1232,2016/12/16,"PUERTO CASADO, PA",11.57464789,26.5
1233,2016/12/17,"PUERTO CASADO, PA",11.57464789,27.8
1234,2016/12/18,"PUERTO CASADO, PA",11.57464789,28.8
1235,2016/12/19,"PUERTO CASADO, PA",11.57464789,26.7
1236,2016/12/20,"PUERTO CASADO, PA",3.3,26.3
1237,2016/12/21,NA,11.57464789,25.67529728
1238,2016/12/22,"PUERTO CASADO, PA",11.57464789,27
1239,2016/12/23,"PUERTO CASADO, PA",11.57464789,27.3
1240,2016/12/24,"PUERTO CASADO, PA",11.57464789,28.7
1241,2016/12/25,"PUERTO CASADO, PA",11.57464789,28.8
1242,2016/12/26,"PUERTO CASADO, PA",11.57464789,30.5
1243,2016/12/27,"PUERTO CASADO, PA",11.57464789,32.3
1244,2016/12/28,"PUERTO CASADO, PA",2,29.4
1245,2016/12/29,"PUERTO CASADO, PA",0,29.2
1246,2016/12/30,"PUERTO CASADO, PA",5.3,30.1
1247,2016/12/31,"PUERTO CASADO, PA",0,29.8
1248,2017/1/1,"PUERTO CASADO, PA",11.57464789,31.7
1249,2017/1/2,"PUERTO CASADO, PA",11.57464789,30.8
1250,2017/1/3,NA,11.57464789,25.67529728
1251,2017/1/4,"PUERTO CASADO, PA",11.57464789,29.8
1252,2017/1/5,"PUERTO CASADO, PA",11.57464789,31.3
1253,2017/1/6,"PUERTO CASADO, PA",11.57464789,28.2
1254,2017/1/7,"PUERTO CASADO, PA",4.3,28.3
1255,2017/1/8,"PUERTO CASADO, PA",0,31.3
1256,2017/1/9,"PUERTO CASADO, PA",11.57464789,33.2
1257,2017/1/10,"PUERTO CASADO, PA",11.57464789,32.7
1258,2017/1/11,"PUERTO CASADO, PA",11.57464789,31.3
1259,2017/1/12,"PUERTO CASADO, PA",11.57464789,29.7
1260,2017/1/13,NA,11.57464789,25.67529728
1261,2017/1/14,NA,11.57464789,25.67529728
1262,2017/1/15,"PUERTO CASADO, PA",11.57464789,31.8
1263,2017/1/16,"PUERTO CASADO, PA",11.57464789,32.8
1264,2017/1/17,NA,11.57464789,25.67529728
1265,2017/1/18,NA,11.57464789,25.67529728
1266,2017/1/19,"PUERTO CASADO, PA",11.57464789,31.2
1267,2017/1/20,"PUERTO CASADO, PA",11.57464789,31.4
1268,2017/1/21,NA,11.57464789,25.67529728
1269,2017/1/22,"PUERTO CASADO, PA",11.57464789,29.5
1270,2017/1/23,NA,11.57464789,25.67529728
1271,2017/1/24,"PUERTO CASADO, PA",11.57464789,28.8
1272,2017/1/25,"PUERTO CASADO, PA",8.6,27.2
1273,2017/1/26,NA,11.57464789,25.67529728
1274,2017/1/27,NA,11.57464789,25.67529728
1275,2017/1/28,"PUERTO CASADO, PA",11.57464789,26
1276,2017/1/29,"PUERTO CASADO, PA",11.57464789,29.3
1277,2017/1/30,"PUERTO CASADO, PA",11.57464789,29.4
1278,2017/1/31,"PUERTO CASADO, PA",7.1,26.2
1279,2017/2/1,"PUERTO CASADO, PA",8.4,29
1280,2017/2/2,"PUERTO CASADO, PA",10.2,27.3
1281,2017/2/3,"PUERTO CASADO, PA",0,30.2
1282,2017/2/4,"PUERTO CASADO, PA",11.57464789,30.9
1283,2017/2/5,NA,11.57464789,25.67529728
1284,2017/2/6,NA,11.57464789,25.67529728
1285,2017/2/7,"PUERTO CASADO, PA",62.2,27.6
1286,2017/2/8,"PUERTO CASADO, PA",0,30.6
1287,2017/2/9,"PUERTO CASADO, PA",11.57464789,31.3
1288,2017/2/10,"PUERTO CASADO, PA",11.57464789,29.9
1289,2017/2/11,"PUERTO CASADO, PA",48.5,26.9
1290,2017/2/12,"PUERTO CASADO, PA",0,28.1
1291,2017/2/13,"PUERTO CASADO, PA",11.57464789,27.8
1292,2017/2/14,"PUERTO CASADO, PA",11.57464789,28.1
1293,2017/2/15,"PUERTO CASADO, PA",11.57464789,30.4
1294,2017/2/16,"PUERTO CASADO, PA",11.57464789,30.2
1295,2017/2/17,"PUERTO CASADO, PA",11.57464789,31.2
1296,2017/2/18,"PUERTO CASADO, PA",11.57464789,30.4
1297,2017/2/19,"PUERTO CASADO, PA",11.57464789,30.1
1298,2017/2/20,"PUERTO CASADO, PA",0.3,29.4
1299,2017/2/21,"PUERTO CASADO, PA",0,34.9
1300,2017/2/22,"PUERTO CASADO, PA",0.5,30.6
1301,2017/2/23,"PUERTO CASADO, PA",0,30.7
1302,2017/2/24,"PUERTO CASADO, PA",11.57464789,28.9
1303,2017/2/25,"PUERTO CASADO, PA",11.57464789,28.2
1304,2017/2/26,"PUERTO CASADO, PA",11.57464789,29
1305,2017/2/27,"PUERTO CASADO, PA",11.57464789,30.1
1306,2017/2/28,"PUERTO CASADO, PA",11.57464789,30.8
1307,2017/3/1,"PUERTO CASADO, PA",31.2,28.1
1308,2017/3/2,"PUERTO CASADO, PA",0,30.8
1309,2017/3/3,"PUERTO CASADO, PA",11.57464789,31.3
1310,2017/3/4,"PUERTO CASADO, PA",11.57464789,30.4
1311,2017/3/5,"PUERTO CASADO, PA",1,26.4
1312,2017/3/6,"PUERTO CASADO, PA",12.7,27.8
1313,2017/3/7,"PUERTO CASADO, PA",0,31
1314,2017/3/8,"PUERTO CASADO, PA",0.3,30.8
1315,2017/3/9,"PUERTO CASADO, PA",0,31.6
1316,2017/3/10,"PUERTO CASADO, PA",11.57464789,32.2
1317,2017/3/11,"PUERTO CASADO, PA",11.57464789,32.3
1318,2017/3/12,"PUERTO CASADO, PA",11.57464789,33.2
1319,2017/3/13,"PUERTO CASADO, PA",0.3,26.6
1320,2017/3/14,"PUERTO CASADO, PA",0,28.8
1321,2017/3/15,"PUERTO CASADO, PA",11.57464789,31.3
1322,2017/3/16,"PUERTO CASADO, PA",11.57464789,25.5
